377,syriac_0002a.csv
287,syriac_0045.csv
105,syriac_0070.csv
709,syriac_0084.csv
599,syriac_0086.csv
718,syriac_0087.csv
498,syriac_0088.csv
431,syriac_0095.csv
583,syriac_0097.csv
565,syriac_0182.csv
393,syriac_0183.csv
475,syriac_0184.csv
459,syriac_0186.csv
393,syriac_0189.csv
659,syriac_0195.csv
631,syriac_0207.csv
461,syriac_0210.csv
183,syriac_0211.csv
285,syriac_0214.csv
311,syriac_0216.csv
395,syriac_0217.csv
539,syriac_0219.csv
505,syriac_0220.csv
435,syriac_0232.csv
257,syriac_0234.csv
651,syriac_0238.csv
11904,total
